No,Key,Summary_Description,label,indicator
594,KAFKA-7785,"Remove PartitionGrouper interface and it's config and move DefaultPartitionGrouper to internal package - Since {{DefaultPartitionGrouper}} is only for the purpose of the internal {{StreamsPartitionAssignor}} it would make sense to have it in the {{org.apache.kafka.streams.processor.internals}} package. I would also vote to move {{PartitionGrouper.}} Via KAFKA-8927 we deprecated the `PartitionGrouper` interface in 2.4 release - this allows us to remove the public interface and its corresponding config in the next major release (ie, 3.0.0). `DefaultPartitionGrouper` was implicitly deprecated via KAFKA-8927. Hence, we can move the interface as well as the default implementation into an internal package (or maybe just remove the interface completely as there are no plans to support multiple implementations atm).",ATD,viomod
595,KAFKA-7606,"Remove deprecated options from StreamsResetter - We should remove deprecated flags from StreamsResetter: * ""--zookeeper"" flag (deprecated in 1.0 via KIP-198) * ""--execute"" flag (deprecated in 1.1 via KIP-171)",ATD,viomod
596,KAFKA-7399,"FunctionConversions in Streams-Scala should be private - FunctionConversions defines several implicit conversions for internal use, but the class was made public accidentally. We should deprecate it and replace it with an equivalent private class. KIP: https://cwiki.apache.org/confluence/display/KAFKA/KIP-366%3A+Make+FunctionConversions+private",ATD,viomod
597,KAFKA-6955,Use Java AdminClient in DeleteRecordsCommand - The Scala AdminClient was introduced as a stop gap until we had an officially supported API. The Java AdminClient is the supported API so we should migrate all usages to it and remove the Scala AdminClient. This JIRA is for using the Java AdminClient in DeleteRecordsCommand.,ATD,viomod
598,KAFKA-15492,"Enable spotbugs when building with Java 21 - The latest version of spotbugs (4.7.3) doesn't support Java 21. In order not to delay Java 21 support, we disabled spotbugs when building with Java 21. This should be reverted once we upgrade to a version of spotbugs that supports Java 21.",ATD,obstech
599,KAFKA-15251,Upgrade system test to use 3.5.1 - 3.5.1 was released and we should update the upgrade system tests accordingly to use the new version,ATD,obstech
600,KAFKA-15203,"Remove dependency on Reflections - We currently depend on reflections library which is EOL. Quoting from the GitHub site:

_> Please note: Reflections library is currently NOT under active development or maintenance_

Â 

This poses a supply chain risk for our project where the security fixes and other major bugs in underlying dependency may not be addressed timely.

Hence, we should plan to remove this dependency.",ATD,viomod
601,KAFKA-14731,"Upgrade ZooKeeper to 3.6.4 - We have https://issues.apache.org/jira/projects/KAFKA/issues/KAFKA-14661 opened to upgrade ZooKeeper from 3.6.3 to 3.8.1, and that will likely be actioned in time for 3.5.0. But in the meantime, ZooKeeper 3.6.4 has been released, so we should take the patch version bump in trunk now and also apply the bump to the next patch releases of 3.0, 3.1, 3.2, 3.3, and 3.4.

Note that KAFKA-14661 should *not* be applied to branches prior to trunk (and presumably 3.5).",ATD,obstech
602,KAFKA-14728,"Remove 'spotlessScalaCheck' task (out of Jenkinsfile) - *Note*: this ticket blocks Gradle major version upgrade (_*7 -->> 8*_): KAFKA-14680

*Rationale:*
* build works fine in trunk with Gradle 7.6 and spotless gradle plugin 6.13.0 for all currently used JDK versions (that is: JDK 8 / JDK 11 / JDK 17)
* however, recent spotless gradle plugin versions (6.14.\+) support only JDK 11\+ versions: https://github.com/diffplug/spotless/blob/main/plugin-gradle/CHANGES.md#6140---2023-01-26 
* at the moment Kafka build powered by Gradle 8.0 breaks when combined with all relevant spotless gradle plugin versions (from 6.13.0 to 6.15.0); _github issue is created [here|https://github.com/diffplug/spotless/issues/1572]_
* given a fact that Kafka still needs to support JDK 8 builds (until Kafka version 4.0) it is reasonable to simply remove spotless checks out of Jenkinsfile (and re-introduce them when the time comes).


For even more details see GitHub discussion here: https://github.com/apache/kafka/pull/13205#issuecomment-1431575644

Note: spotless plugin configuration in build.gradle is out of this ticket scope.",ATD,obstech
603,KAFKA-17087,"Deprecate `delete-config` of TopicCommand - TopicCommand `delete-config` is an no-op, so we should deprecate it in 4.0 and then remove it from 5.0.",ATD,viomod
604,KAFKA-14705,"Remove deprecated options and redirections - We can use this task to track tools cleanup for the next major release (4.0.0).

StateChangeLogMerger is deprecated and should be removed.

TopicFilter, PartitionFilter and TopicPartitionFilter in ""server-common"" should be moved to ""tools"" once we get rid of MirrorMaker1 dependency.

Redirections to be removed:
 - core/src/main/scala/kafka/tools/JmxTool
 - core/src/main/scala/kafka/tools/ClusterTool
 - core/src/main/scala/kafka/tools/EndToEndLatency
 - core/src/main/scala/kafka/admin/FeatureCommand
 - core/src/main/scala/kafka/tools/StreamsResetter",ATD,viomod
605,KAFKA-14661,"Upgrade Zookeeper to 3.8.2 - Current Zk version (3.6.x) supported by Apache Kafka has been EOL since December 2022 [1]

Users of Kafka are facing regulatory hurdles because of using a dependency which is EOL, hence, I would suggest to upgrade this in all upcoming releases (including patch releases of 3.3.x and 3.4.x versions).

Some things to consider while upgrading (as pointed by [~ijuma] at [2]):
 # If we upgrade the zk server to 3.8.1, what is the impact on the zk clients. That is, what's the earliest zk client version that is supported by the 3.8.x server?
 # We need to ensure there are no regressions (particularly on the stability front) when it comes to this upgrade. It would be good for someone to stress test the system a bit with the new version and check if all works well.





[1] [https://zookeeper.apache.org/releases.html]Â 

Â [2][https://github.com/apache/kafka/pull/12620#issuecomment-1409028650]Â",ATD,obstech
606,KAFKA-14569,"Migrate EmbeddedKafkaCluster used by Connect integration tests from EmbeddedZookeeper to KRaft - ZooKeeper mode is going to be deprecated in Apache Kafka 4.0. Connect currently uses an [EmbeddedKafkaCluster|https://github.com/apache/kafka/blob/b8ab09820cd96290176afd24cf7b03e7cda7f783/connect/runtime/src/test/java/org/apache/kafka/connect/util/clusters/EmbeddedKafkaCluster.java#L95] (that depends on an [EmbeddedZookeeper)|https://github.com/apache/kafka/blob/b8ab09820cd96290176afd24cf7b03e7cda7f783/connect/runtime/src/test/java/org/apache/kafka/connect/util/clusters/EmbeddedKafkaCluster.java#L147] for integration tests with the [EmbeddedConnectCluster|https://github.com/apache/kafka/blob/b8ab09820cd96290176afd24cf7b03e7cda7f783/connect/runtime/src/test/java/org/apache/kafka/connect/util/clusters/EmbeddedConnectCluster.java#L70]. This should be migrated to remove the ZooKeeper dependency, instead working in the KRaft mode (probably with co-located brokers and controllers). We could potentially leverage the [existing test kit for KRaft clusters|https://github.com/apache/kafka/tree/b8ab09820cd96290176afd24cf7b03e7cda7f783/core/src/test/java/kafka/testkit] which handles a bunch of stuff including the listeners configuration setup, formatting the metadata log directory, allowing usage of non-static random ports for `controller.quorum.voters`, initialization of the shared server(s), broker(s), and controller(s) etc.

Â 

One more thing to note is that some Connect integration tests currently use the `kafka.security.authorizer.AclAuthorizer` which requires ZooKeeper. These tests should be migrated to use the new authorizer from [KIP-801|https://cwiki.apache.org/confluence/display/KAFKA/KIP-801%3A+Implement+an+Authorizer+that+stores+metadata+in+__cluster_metadata] if we want to completely eliminate the dependency on ZooKeeper.",ATD,viomod
607,KAFKA-14563,"Remove AddPartitionsToTxn call for newer clients as optimization - This is part 2 of KIP-890:

{*}2. Remove the addPartitionsToTxn call and implicitly just add partitions to the transaction on the first produce request during a transaction{*}.

See KIP-890 for more information: https://cwiki.apache.org/confluence/display/KAFKA/KIP-890%3A+Transactions+Server-Side+Defense",ATD,viomod
608,KAFKA-14346,"Remove static methods from internal Connect APIs for easier testing - Our use of static methods for internal APIs such as the [RestClient class|https://github.com/apache/kafka/blob/9ab140d5419d735baae45aff56ffce7f5622744f/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/RestClient.java] and [Plugins::compareAndSwapLoaders|https://github.com/apache/kafka/blob/9ab140d5419d735baae45aff56ffce7f5622744f/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/isolation/Plugins.java#L123-L129] makes testing difficult, especially with the in-progress migration from EasyMock/PowerMock to Mockito.

We should remove these static methods and replace them with non-static methods that can be more easily mocked.",ATD,viomod
609,KAFKA-17947,"Update currentLag(), pause(), and resume() to update SubscriptionState in background thread - We have updated most of the {{AsyncKafkaConsumer}} API implementations to move the processing to the background thread to avoid race conditions with modifying the {{SubscriptionState}} in the application thread. We have a few more left to migrate, among them are: * {{currentLag()}} * {{pause()}} * {{resume()}}",ATD,viomod
610,KAFKA-17890,"Move DelayedOperationPurgatory to server-common - It's used by RemoteLogManager which will move to the storage module, so we need to move DelayedOperationPurgatory to server-common and not server.",ATD,viomod
611,KAFKA-13892,"Dedupe RemoveAccessControlEntryRecord in deleteAcls of AclControlManager - In [https://github.com/apache/kafka/blob/trunk/metadata/src/main/java/org/apache/kafka/controller/AclControlManager.java#L143] we loop through the ACL filters and and add RemoveAccessControlEntryRecord records to the response list for each matching ACL. I think there's a bug where if two filters match the same ACL, we create two RemoveAccessControlEntryRecord records for that same ACL. This is an issue because upon replay we throw an exception (https://github.com/apache/kafka/blob/trunk/metadata/src/main/java/org/apache/kafka/controller/AclControlManager.java#L195) if the ACL is not in the in-memory data structures which will happen to the second RemoveAccessControlEntryRecord.

Maybe we can just de-dupe both List<AclDeleteResult> and List<ApiMessageAndVersion>? I think something like (just showing code for ApiMessageAndVersion):
{code:java}
private List<ApiMessageAndVersion> deDupeApiMessageAndVersion(List<ApiMessageAndVersion> messages) {
return new HashSet<>(messages).stream().collect(Collectors.toList());
}{code}
should suffice as I don't think the ordering matters within the list of response objects.Â Â",ATD,viomod
612,KAFKA-13783,"Remove reason prefixing in JoinGroupRequest and LeaveGroupRequest - KIP-800 introduced a mechanism to pass a reason in the join group request and in the leaver group request. A default reason is used unless one is provided by the user. In this case, the custom reason is prefixed by the default one.

When we tried to used this in Kafka Streams, we noted a significant degradation of the performances, see https://github.com/apache/kafka/pull/11873. It is not clear wether the prefixing is the root cause of the issue or not. To be on the safe side, I think that we should remove the prefixing. It does not bring much anyway as we are still able to distinguish a custom reason from the default one on the broker side.",ATD,viomod
613,KAFKA-17857,"Move AbstractResetIntegrationTest and subclasses to tools - In KAFKA-14586, StreamsResetter was moved to tools. In KAFKA-14851 StreamsResetterTest was moved to tools. Both of these PRs left behind the AbstractResetIntegrationTest, which depends on Streams and the StreamsResetter, and is the only class which requires the streams module to depend on tools. Because tools no longer supports Java 11 [https://cwiki.apache.org/confluence/pages/viewpage.action?pageId=284789510], this makes it so that Streams cannot be tested with Java 11. Since Streams still supports Java 11 (similar to clients), this dependency should be inverted, and the integration test should be moved to the tools module.",ATD,viomod
614,KAFKA-13599,"Upgrade RocksDB to 6.27.3 - RocksDB v6.27.3 has been released and it is the first release to support s390x. RocksDB is currently the only dependency in gradle/dependencies.gradle without s390x support.

RocksDB v6.27.3 has added some new options that require an update to streams/src/main/java/org/apache/kafka/streams/state/internals/RocksDBGenericOptionsToDbOptionsColumnFamilyOptionsAdapter.java but no other changes are needed to upgrade.

A compatibility report is attached for the current version 6.22.1.1 -> 6.27.3",ATD,obstech
615,KAFKA-13446,"Remove JWT access token from logs - The OAuth code logs the access token on both the client and the server, potentially exposing service account details. Remove all logging entries to prevent this from leaking.",ATD,viomod
616,KAFKA-13439,"Deprecate EAGER rebalancing in Kafka Streams - Cooperative rebalancing has been the default since 2.4, but we have always had to keep the logic for eager rebalancing around to allow users a live upgrade path. The current upgrade path involves two rolling bounces, the first one to upgrade the byte code and set the UPGRADE_FROM config to keep Kafka Streams on the old EAGER protocol until everyone has been upgraded, and a second rolling bounce to remove the config and start enabling COOPERATIVE

Â 

We'd like to finally remove the EAGER protocol and tackle some tech debt its presence has accrued, but we should first give users a warning that we intend to remove this and that it will require a slight change to the upgrade path for any users who want to upgrade from 2.3 or below: going through a ""bridge"" version between 2.4 - 3.1 in the first rolling bounce, before upgrading to the final version.Â 

We should also prepare by logging a warning in 3.1 if we see the UPGRADE_FROM config set, informing them that they will need to make sure to remove it before the EAGER protocol is removed. Then in version 3.2 (or whenever we remove it) we still throw an exception and shut down if a user has set the UPGRADE_FROM flag to a pre-2.4 version.Â",ATD,obstech
617,KAFKA-17836,"Move RackAwareTest to server module - `RackAwareTest` and `AdminRackAwareTest` should be moved to server's org.apache.kafka.admin package. Also, `RackAwareAutoTopicCreationTest` can be removed as it is for zk only",ATD,viomod
618,KAFKA-13071,"Deprecate and remove --authorizer option in kafka-acls.sh - Now that we have all of the ACL APIs implemented through the admin client, we should consider deprecating and removing support for the --authorizer flag in kafka-acls.sh.",ATD,viomod
619,KAFKA-17717,Remove ConfigUtils#translateDeprecatedConfigs - They are no longer needed. We can always retrieve them via Git if new deprecated configs are introduced in the future.,ATD,viomod
620,KAFKA-12840,"Removing `compact` cleaning on a topic should abort on-going compactions - When `compact` is removed from the `cleanup.policy` of a topic, the compactions of that topic should be aborted.",ATD,viomod
621,KAFKA-16912,"Migrate ConsumerNetworkThreadTest.testPollResultTimer() to NetworkClientDelegateTest - ConsumerNetworkThreadTest.testPollResultTimer() only tests NetworkClientDelegate, it does not test ConsumerNetworkThread. This test should be moved to NetworkClientDelegateTest.",ATD,viomod
622,KAFKA-5692,Refactor PreferredReplicaLeaderElectionCommand to use AdminClient - The PreferredReplicaLeaderElectionCommand currently uses a direct connection to zookeeper. The zookeeper dependency should be deprecated and an AdminClient API created to be used instead.   This change will require a KIP.,ATD,viomod
623,KAFKA-12832,"Remove Deprecated methods under RocksDBGenericOptionsToDbOptionsColumnFamilyOptionsAdapter - The following methods under were deprecated in version 3.0.0
 * org.apache.kafka.streams.state.internals.RocksDBGenericOptionsToDbOptionsColumnFamilyOptionsAdapter#maxBackgroundCompactions

 * org.apache.kafka.streams.state.internals.RocksDBGenericOptionsToDbOptionsColumnFamilyOptionsAdapter#setBaseBackgroundCompactions

 * org.apache.kafka.streams.state.internals.RocksDBGenericOptionsToDbOptionsColumnFamilyOptionsAdapter#setMaxBackgroundCompactions

 * org.apache.kafka.streams.state.internals.RocksDBGenericOptionsToDbOptionsColumnFamilyOptionsAdapter#maxBackgroundFlushes

 * org.apache.kafka.streams.state.internals.RocksDBGenericOptionsToDbOptionsColumnFamilyOptionsAdapter#setMaxBackgroundFlushes

Â 

SeeÂ KAFKA-8897 and KIP-471

Â",ATD,viomod
624,KAFKA-5540,"Deprecate internal converter configs - The internal.key.converter and internal.value.converter were original exposed as configs because a) they are actually pluggable and b) providing a default would require relying on the JsonConverter always being available, which until we had classloader isolation it was possible might be removed for compatibility reasons. However, this has ultimately just caused a lot more trouble and confusion than it is worth. We should deprecate the configs, give them a default of JsonConverter (which is also kind of nice since it results in human-readable data in the internal topics), and then ultimately remove them in the next major version. These are all public APIs so this will need a small KIP before we can make the change.",ATD,obstech
625,KAFKA-12809,"Remove Deprecated methods under Stores - There are 2 methods in org.apache.kafka.streams.state.Stores that are deprecated since 2.1:
 * org.apache.kafka.streams.state.Stores#persistentWindowStore(java.lang.String, long, int, long, boolean)
 * org.apache.kafka.streams.state.Stores#persistentSessionStore(java.lang.String, long)

As far as I understand, they are all deprecated for long enough to be removed for version 3.0.

Those methods were deprecated during PR: https://github.com/apache/kafka/pull/6290",ATD,viomod
626,KAFKA-12808,"Remove Deprecated methods under StreamsMetrics - There are 4 methods in StreamMetrics and StreamsMetricsImpl that are deprecated since 2.5:
 * org.apache.kafka.streams.processor.internals.metrics.StreamsMetricsImpl#recordLatency
 * org.apache.kafka.streams.processor.internals.metrics.StreamsMetricsImpl#recordThroughput
 * org.apache.kafka.streams.processor.internals.metrics.StreamsMetricsImpl#addLatencyAndThroughputSensor
 * org.apache.kafka.streams.processor.internals.metrics.StreamsMetricsImpl#addThroughputSensor
 * org.apache.kafka.streams.StreamsMetrics#addLatencyAndThroughputSensor

 * org.apache.kafka.streams.StreamsMetrics#recordLatency

 * org.apache.kafka.streams.StreamsMetrics#addThroughputSensor

 * org.apache.kafka.streams.StreamsMetrics#recordThroughput

As far as I understand, they are all deprecated for long enough to be removed for version 3.0.

Those methods were deprecated during task: https://issues.apache.org/jira/browse/KAFKA-9230",ATD,viomod
627,KAFKA-12796,"Removal of deprecated classes under `streams-scala` - There are 3 different classes that are deprecated under the streams-scala submodule:
 * streams/streams-scala/src/main/scala/org/apache/kafka/streams/scala/kstream/Suppressed.scala
 * streams/streams-scala/src/main/scala/org/apache/kafka/streams/scala/FunctionConversions.scala
 * -streams/streams-scala/src/main/scala/org/apache/kafka/streams/scala/Serdes.scala-

As far as I can tell, none of them are in use internally and could be removed for release 3.0.0

Â 

Does this change require a KIP?

Update, only classes/methods deprecaded since at least 2.5 can be removed. This means `Serdes` needs to stay till 4.0. I'll create tickets for methods/classes that are deprecated, but not long enough.",ATD,viomod
628,KAFKA-12503,"Resizing the thread cache in a non thread safe way can cause records to be redirected throughout the topology - When a thread is added, removed or replaced the cache is resized. When the thread cache was resized it was being done so from the thread initiating these calls. This can cause the record to be redirected to the wrong processor via the call to `evict` in the cache. The evict flushes records downstream to the next processor after the cache. But if this is on the wrong thread the wrong processor receives them.Â 

This can cause 3 problems.

1) When the owner finishes processing the record it set the current node to null in the processor context a this then causes the other processor to throw an exception `StreamsException: Current node is unknown.`.Â 

2) Depending on the type it can cause a class cast exception as the record is a different type. Mostly this happened when the value types were different inside of the map node from the toStream method

3) A silent issue is it could cause data to be processed by the wrong node and cause data corruption. We have not been able to confirm this last one but it is the most dangerous in many ways.",ATD,viomod
629,KAFKA-12500,"Cache memory is leaked after removing/replacing a StreamThread - We currently leak the memory given to a StreamThread for its cache after it gets shutdown due to being removed or replaced. 

Removal:
If the StreamThread is removing itself, or if a thread is being removed by an external caller but fails to shutdown within the allotted time, it won't be removed from the `threads` list to avoid freeing up it's thread id while still running. If the thread hasn't reached the DEAD state when we resize the cache, the new cache size per thread is computed based on the number of live threads, which includes the removed thread at this point.

Replacement:
When a thread is replaced, we first shutdown that thread but hold off on removing it from the threads list until it's DEAD. Immediately after the shutdown we call addStreamThread to start up a new thread, which resizes the cache according to num-live-threads + 1.

In both of these cases, the cache memory of the shutting down thread won't be made available to the remaining threads.

Note: in general this leak may not be permanent, as a subsequent event once the thread has reached DEAD and been removed from the threads list will cause it's memory to be released. OF course if the subsequent event is another thread removal or replacement, then we just have a new memory leak.",ATD,viomod
630,KAFKA-12574,"Deprecate eos-alpha - In KIP-447 we introduced a new thread-producer which is capable of exactly-once semantics across multiple tasks. The new mode of EOS, called eos-beta, is intended to eventually be the preferred processing mode for EOS as it improves the performance and scaling of partitions/tasks. The only downside is that it requires brokers to be on version 2.5+ in order to understand the latest APIs that are necessary for this thread-producer.

We should consider deprecating the eos-alpha config, ie StreamsConfig.EXACTLY_ONCE, to encourage new. & existing EOS users to migrate to the new-and-improved processing mode, and upgrade their brokers if necessary.

Eventually we would like to be able to remove the eos-alpha code paths from Streams as this will help to simplify the logic and reduce the processing mode branching. But since this will break client-broker compatibility, and 2.5 is still a relatively recent version, we probably can't actually remove eos-alpha in the near future",ATD,viomod
631,KAFKA-15767,"Refactor TransactionManager to avoid use of ThreadLocal - A {{TransactionManager}} instance is created by the {{KafkaProducer}} and shared with the {{Sender}} thread. The {{TransactionManager}} has internal states through which it transitions as part of its initialization, transaction management, shutdown, etc. It contains logic to ensure that those state transitions are valid, such that when an invalid transition is attempted, it is handled appropriately. The issue is, the definition of ""handled appropriately"" depends on which thread is making the API call that is attempting an invalid transition. The application thread expects that the invalid transition will generate an exception. However, the sender thread expects that the invalid transition will ""poison"" the entire {{TransactionManager}} instance. So as part of the implementation of KAFKA-14831, we needed a way to change logic in the {{TransactionManager}} on a per-thread basis, so a {{ThreadLocal}} instance variable was added to the {{TransactionManager}} to keep track of this. However, the use of ThreadLocal instance variables is generally discouraged because of their tendency for memory leaks, shared state across multiple threads, and not working with virtual threads. The initial implementation attempt of KAFKA-14831 used a context object, passed in to each method, to affect the logic. However, the number of methods that needed to be changed to accept this new context object grew until most of the methods in {{TransactionManager}} needed to be updated. Thus all the affected call sites needed to be updated, resulting in a much larger change than anticipated. The task here is to remove the use of the {{ThreadLocal}} instance variable, let the application thread and {{Sender}} thread keep their desired behavior, but keep the change to a minimum.",ATD,viomod
632,KAFKA-15645,"Move ReplicationQuotasTestRig to tools - ReplicationQuotasTestRig class used for measuring performance. Conains dependencies to `ReassignPartitionCommand` API. To move all commands to tools must move ReplicationQuotasTestRig to tools, also.",ATD,viomod
633,KAFKA-12341,"Duplicate javassist library found in broker classpath - Installed new kafka 2.7.0 with scala 2.13, configured and start broker. Checked the process information and found:
{code:java}
/opt/jdk11/bin/java -Xmx1G -Xms1G -server -XX:+UseG1GC -XX:MaxGCPauseMillis=20 -XX:InitiatingHeapOccupancyPercent=35 -XX:+ExplicitGCInvokesConcurrent -XX:MaxInlineLevel=15 -Djava.awt.headless=true -Xlog:gc*:file=/home/kafka/kafka/logs2/kafkaServer-gc.log:time,tags:filecount=10,filesize=100M -Dcom.sun.management.jmxremote -Dcom.sun.management.jmxremote.authenticate=false -Dcom.sun.management.jmxremote.ssl=false -Dkafka.logs.dir=/home/kafka/kafka/logs2 -Dlog4j.configuration=file:/home/kafka/kafka/bin/../config/log4j.properties -cp /home/kafka/kafka/bin/../libs/activation-1.1.1.jar:[...]:/home/kafka/kafka/bin/../libs/javassist-3.25.0-GA.jar:/home/kafka/kafka/bin/../libs/javassist-3.26.0-GA.jar:[...] kafka.Kafka /home/kafka/kafka/config/server.properties{code}
There are two versions ofÂ javassist library - 3.25.0-GA and 3.26.0-GA.

Should be only one and I believe it should be upgraded to latest version which is 3.27.0-GA.",ATD,viomod
634,KAFKA-15443,"Upgrade RocksDB dependency - Kafka Streams currently depends on RocksDB 7.9.2 However, the latest version of RocksDB is already 8.5.3. We should check the RocksDB release notes to see what benefits we get to upgrade to the latest version (and file corresponding tickets to exploit improvement of newer releases as applicable). From the duplicate ticket KAFKA-18204: Kafka still uses rocksdbjni version 7.x (ref: [https://github.com/apache/kafka/blob/trunk/gradle/dependencies.gradle#L120]) which is no longer receiving backports from upstream. Please update to rocksdb version 9.x (latest version) so that security updates are received. Examples for critical vulnerabilities (CVE score 9.8) in rocksdb version 7.x: [https://nvd.nist.gov/vuln/detail/CVE-2023-45853] [https://nvd.nist.gov/vuln/detail/CVE-2022-37434] (updating to the tip of 8.x release fixes these two vulnerabilities but for any new security fixes, we will need to move to 9.x)",ATD,viomod
635,KAFKA-10834,Remove redundant type casts in Connect - Some type casts in the code base are not required any more and can be removed.Â,ATD,viomod
636,KAFKA-10628,"Follow-up: Remove all unnecessary dummy TopologyTestDriver configs - After [https://github.com/apache/kafka/pull/9477,] we no longer need to specify dummy values for bootstrap servers and application id when creating a TopologyTestDriver.

Â 

This task is to track down all those unnecessary parameters and delete them. You can consult the above pull request for some examples of this.

Â 

Note that there are times when the application id is actually significant, since it is used in conjunction with the state directory to give the driver a unique place to store local state. On the other hand, it would be sufficient to just set a unique state directory and not bother with the app id in that case.

Â 

During review, [~chia7712] pointed out that this comment ([https://github.com/apache/kafka/blob/trunk/streams/test-utils/src/main/java/org/apache/kafka/streams/TopologyTestDriver.java#L138]) can be removed since it is not necessary anymore. (It's the mention of the dummy params from the javadoc of the TopologyTestDriver)",ATD,viomod
637,KAFKA-10605,"KIP-478: deprecate the replaced Processor API members - This is a minor task, but we shouldn't do the release without it.",ATD,obstech
638,KAFKA-10585,"Kafka Streams should clean up the state store directory from cleanup - Currently, `KafkaStreams.cleanup` cleans up all the task-level directories and the global directory. However it doesn't clean up the enclosing state store directory, though streams does create this directory when it initializes the state for the streams app. Feels like it should remove this directory when it cleans up.

We notice this in ksql quite often, since every new query is a new streams app. Over time, we see lots of state store directories left around for old queries.",ATD,viomod
639,KAFKA-10546,KIP-478: Deprecate the old PAPI interfaces - Can't be done until after the DSL internals are migrated.,ATD,viomod
640,KAFKA-10521,"Remove ZK watch for completing partition reassignment - This is a follow-on from KAFKA-8836.

Currently we have a ZK watch on the partition ""/state"" znode which fires a handler in the controller to check if a reassignment can be completed due to replicas catching up with the leader. This is located in KafkaController#processPartitionReassignmentIsrChange

Following the change to updating ISR with the new AlterIsr RPC, we would like to remove this ZK watch and replace it with a direct call when writing out a new ISR in the controller.",ATD,viomod
641,KAFKA-17427,"Fix leaking *_DOC variables in StreamsConfig - StreamsConfigs has two variables per config, one for the config name and one for the doc description. The second one for the doc description should be private, but it's public for some cases. We should deprecate the public ones to allow us making them private in a future release. KIP-1085: [https://cwiki.apache.org/confluence/display/KAFKA/KIP-1085%3A+Fix+leaking+*_DOC+variables+in+StreamsConfig?src=jira]",ATD,viomod
642,KAFKA-10432,"LeaderEpochCache is incorrectly recovered on segment recovery for epoch 0 - I added some functionality to the system tests to compare epoch cache lineages ([https://github.com/apache/kafka/pull/9213]), and I found a bug in leader epoch cache recovery.

The test hard kills a broker and the cache hasn't been flushed yet, and then it starts up and goes through log recovery. After recovery there is divergence in the epoch caches for epoch 0:
{noformat}
AssertionError: leader epochs for output-topic-1 didn't match
 [{0: 9393L, 2: 9441L, 4: 42656L},
 {0: 0L, 2: 9441L, 4: 42656L}, 
 {0: 0L, 2: 9441L, 4: 42656L}] 
{noformat}
The cache is supposed to include the offset for epoch 0 but in recovery it skips itÂ [https://github.com/apache/kafka/blob/487b3682ebe0eefde3445b37ee72956451a9d15e/core/src/main/scala/kafka/log/LogSegment.scala#L364]Â due toÂ [https://github.com/apache/kafka/commit/d152989f26f51b9004b881397db818ad6eaf0392]. Then it stamps the epoch with a later offset when fetching from the leader.

I'm not sure why the recovery code includes the condition `batch.partitionLeaderEpoch > 0`. I discussed this with JasonÂ Gustafson and he believes it may have been intended to avoid assigning negative epochs but is not sure why it was added. None of the tests fail with this check removed.
{noformat}
 leaderEpochCache.foreach { cache =>
 if (batch.partitionLeaderEpoch > 0 && cache.latestEpoch.forall(batch.partitionLeaderEpoch > _))
 cache.assign(batch.partitionLeaderEpoch, batch.baseOffset)
 }
{noformat}",ATD,viomod
643,KAFKA-16503,"getOrMaybeCreateClassicGroup should not thrown GroupIdNotFoundException - It looks like `getOrMaybeCreateClassicGroup` method throws an `GroupIdNotFoundException` error when the group exists but with the wrong type. As `getOrMaybeCreateClassicGroup` is mainly used on the join-group/sync-group APIs, this seems incorrect. We need to double check and fix.",ATD,viomod
644,KAFKA-14760,"Move ThroughputThrottler, break connect-runtime dependency on tools - Currently there is only one dependency on the `tools` module, `connect-runtime`. This dependency is only for one class, the ThroughputThrottler. This class is used by: 1. tools main ProducerPerformance 2. tools main VerifiableProducer 3. runtime main SchemaSourceConnector 4. runtime main VerifiableSourceConnector 5. runtime test MonitorableSourceConnector For KAFKA-14627, I want to be able to have `tools` (test) depend on `connect-runtime` (test). This is because we are adding a connect-specific command-line utility, and wish to re-use some of the existing connect test infrastructure to unit test the new command-line utility. Unfortunately naively adding this new dependency to tools causes a circular dependency that prevents the project from building. Instead of refactoring the connect-specific test utilities out to a new package that both runtime and tools can depend on, it appears to make more sense to move the more generic `ThroughputThrottler` class into some common package. This common package could be: 1. clients 2. server common 3. some other existing package which would be a new dependency for tools 4. a new package consisting of just the `ThroughputThrottler` class I'm not sure which one of these makes the most sense, and would appreciate guidance on what would make the most sense for ownership and maintenance.",ATD,viomod
645,KAFKA-14708,"Remove kafka.examples.Consumer dependancy on ShutdownableThread - Remove ""kafka.examples.Consumer"" dependency on ShutdownableThread. ""examples"" module should be dependent only on public APIs but not to be dependent upon server common/internal components. This is a followup item from the discussion [here|https://github.com/apache/kafka/pull/13234#discussion_r1103848236]",ATD,viomod
646,KAFKA-10044,"Deprecate ConsumerConfig#addDeserializerToConfig and ProducerConfig#addSerializerToConfig - from [~ijuma] suggestion ([https://github.com/apache/kafka/pull/8605#discussion_r430431086])
{quote}I think you could submit a KIP for the deprecation of the two methods in this class, but we can merge the other changes in the meantime.
{quote}
KIP-620: [https://cwiki.apache.org/confluence/pages/viewpage.action?pageId=155749118]Â",ATD,viomod
647,KAFKA-14558,"Move LastRecord, TxnMetadata, BatchMetadata, ProducerStateEntry, and ProducerAppendInfo to the storage module. - Move LastRecord, TxnMetadata, BatchMetadata, ProducerStateEntry, and ProducerAppendInfo to the storage module. These classes are mainly used in ProducerStateManager related code.",ATD,viomod
